id,name,category,address,amenities,operations,link,menuLink
1374635804,스시이안앤 분당서현점,"초밥,롤",경기 성남시 분당구 서현로 184 LG에클라트1차 2층 209호,"포장, 무선 인터넷, 남/녀 화장실 구분, 유아의자, 대기공간, 단체 이용 가능, 주차",15:00에 브레이크타임,https://m.place.naver.com/restaurant/1374635804/home,https://m.booking.naver.com/order/bizes/1023819/items/5459536?theme=place&refererCode=menutab&area=ple
1547042129,사쿠라테이엔 판교본점,이자카야,경기 성남시 분당구 판교역로192번길 16,"포장, 배달, 남/녀 화장실 구분, 무선 인터넷, 예약, 단체 이용 가능, 주차",17:00에 영업 시작,https://m.place.naver.com/restaurant/1547042129/home,https://m.place.naver.com/restaurant/1547042129/menu
1105828592,낙원타코 서현점,"멕시코,남미음식",경기 성남시 분당구 황새울로 337 웰빙프라자 2층 203호,"단체 이용 가능, 예약, 포장, 남/녀 화장실 구분, 배달, 주차",15:30에 브레이크타임,https://m.place.naver.com/restaurant/1105828592/home,https://m.place.naver.com/restaurant/1105828592/menu
36229909,은뜸,"초밥,롤",경기 성남시 분당구 분당로53번길 15 1층 은뜸,"남/녀 화장실 구분, 무선 인터넷, 포장, 간편결제, 주차",15:00에 라스트오더,https://m.place.naver.com/restaurant/36229909/home,https://m.place.naver.com/restaurant/36229909/menu
1545864194,옥된장 판교점,한식,경기 성남시 분당구 판교역로 184 1층 102-2호,"단체 이용 가능, 포장, 주차, 예약, 남/녀 화장실 구분",14:30에 라스트오더,https://m.place.naver.com/restaurant/1545864194/home,https://m.booking.naver.com/order/bizes/888323/items/5585560?theme=place&refererCode=menutab&area=ple
1146807621,리스카페 판교,양식,경기 성남시 분당구 판교역로2번길 29 1층 리스카페,"포장, 배달",15:30에 라스트오더,https://m.place.naver.com/restaurant/1146807621/home,https://m.place.naver.com/restaurant/1146807621/menu
1666840826,목포명가 판교점,생선회,경기 성남시 분당구 분당내곡로 159 메디피움 A동 1층,"단체 이용 가능, 주차, 예약, 남/녀 화장실 구분, 포장",15:00에 브레이크타임,https://m.place.naver.com/restaurant/1666840826/home,https://m.place.naver.com/restaurant/1666840826/menu
1619092757,청기와타운 서현점,"육류,고기요리",경기 성남시 분당구 황새울로342번길 9 2층,"단체 이용 가능, 남/녀 화장실 구분, 무선 인터넷, 예약",15:00에 브레이크타임,https://m.place.naver.com/restaurant/1619092757/home,https://m.place.naver.com/restaurant/1619092757/menu
1089466237,후라토식당 아브뉴프랑 판교점,일식당,경기 성남시 분당구 동판교로177번길 25 판교아브뉴프랑 2층 220호 후라토식당,"단체 이용 가능, 남/녀 화장실 구분, 무선 인터넷, 예약, 유아의자, 간편결제, 주차",15:00에 브레이크타임,https://m.place.naver.com/restaurant/1089466237/home,https://m.place.naver.com/restaurant/1089466237/menu
1118027226,한정선 현대백화점판교점,"카페,디저트",경기 성남시 분당구 판교역로146번길 20 현대백화점 판교점 지하1층,"포장, 주차",20:00에 영업 종료,https://m.place.naver.com/restaurant/1118027226/home,https://m.place.naver.com/restaurant/1118027226/review
1609949246,옥소반 판교역점,샤브샤브,"경기 성남시 분당구 대왕판교로606번길 58 1층 1-80, 1-81호","예약, 무선 인터넷, 남/녀 화장실 구분, 단체 이용 가능, 주차",15:00에 브레이크타임,https://m.place.naver.com/restaurant/1609949246/home,https://m.place.naver.com/restaurant/1609949246/menu
1078951664,우대포 분당직영점,소고기구이,경기 성남시 분당구 황새울로335번길 5 앤타운빌딩 1층 106-1호,"단체 이용 가능, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분",14:30에 브레이크타임,https://m.place.naver.com/restaurant/1078951664/home,https://m.place.naver.com/restaurant/1078951664/menu
1727282987,이가네양꼬치 야탑직영점,양꼬치,경기 성남시 분당구 장미로92번길 9 B101호,"단체 이용 가능, 포장, 예약, 남/녀 화장실 구분",12:00에 영업 시작,https://m.place.naver.com/restaurant/1727282987/home,https://m.place.naver.com/restaurant/1727282987/menu
19367858,하치로돈부리,일식당,경기 성남시 분당구 분당로53번길 14 서현프라자,"단체 이용 가능, 포장, 무선 인터넷, 남/녀 화장실 구분, 주차",14:30에 브레이크타임,https://m.place.naver.com/restaurant/19367858/home,https://m.place.naver.com/restaurant/19367858/menu
1458124345,오시,양식,경기 성남시 분당구 동판교로52번길 21-2 1층 103호,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 유아의자, 예약",15:00에 브레이크타임,https://m.place.naver.com/restaurant/1458124345/home,https://m.place.naver.com/restaurant/1458124345/menu
1013295267,파파라구,이탈리아음식,경기 성남시 분당구 판교역로10번길 22-3,"예약, 무선 인터넷, 포장, 남/녀 화장실 구분, 유아의자, 대기공간",14:20에 라스트오더,https://m.place.naver.com/restaurant/1013295267/home,https://m.place.naver.com/restaurant/1013295267/menu
37362481,이가네양꼬치 판교본점,양꼬치,경기 성남시 분당구 분당내곡로 155 KCC웰츠타워 B동 아브뉴프랑 맞은편,"주차, 단체 이용 가능, 예약, 남/녀 화장실 구분, 포장",12:00에 영업 시작,https://m.place.naver.com/restaurant/37362481/home,https://m.place.naver.com/restaurant/37362481/menu
37333252,능라도본점,냉면,경기 성남시 분당구 산운로32번길 12,,21:30에 영업 종료,https://m.place.naver.com/restaurant/37333252/home,https://m.place.naver.com/restaurant/37333252/menu
1495733512,카페 운중동,"카페,디저트","경기 성남시 분당구 하오개로344번길 8 1, 2층","무선 인터넷, 남/녀 화장실 구분, 단체 이용 가능, 주차",19:30에 라스트오더,https://m.place.naver.com/restaurant/1495733512/home,https://m.place.naver.com/restaurant/1495733512/menu
1609808931,장모밥상,한정식-일반,경기 성남시 분당구 하오개로344번길 5,"주차, 포장",20:00에 라스트오더,https://m.place.naver.com/restaurant/1609808931/home,https://m.place.naver.com/restaurant/1609808931/review
1219023775,감성쭈꾸미 분당본점,주꾸미요리,경기 성남시 분당구 황새울로351번길 10 1층 106호,"단체 이용 가능, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 주차",21:10에 라스트오더,https://m.place.naver.com/restaurant/1219023775/home,https://m.booking.naver.com/order/bizes/1096417/items/5725571?theme=place&refererCode=menutab&area=ple
1716437721,안안,베트남음식,경기 성남시 분당구 운중로138번길 28-4 1층 안안,"단체 이용 가능, 무선 인터넷, 배달, 포장",14:30에 브레이크타임,https://m.place.naver.com/restaurant/1716437721/home,https://m.place.naver.com/restaurant/1716437721/menu
1699539318,미면정 서현점,샤브샤브,"경기 성남시 분당구 황새울로335번길 8 덕산빌딩 2층 201호, 203호","단체 이용 가능, 포장, 예약, 남/녀 화장실 구분, 유아의자, 대기공간, 주차",15:00에 브레이크타임,https://m.place.naver.com/restaurant/1699539318/home,https://m.place.naver.com/restaurant/1699539318/feed
21791082,울프스덴,이탈리아음식,경기 성남시 분당구 대왕판교로 660 유스페이스1 제 215호 울프스덴,"예약, 단체 이용 가능, 포장, 무선 인터넷, 남/녀 화장실 구분, 배달, 유아의자, 간편결제, 주차",14:30에 브레이크타임,https://m.place.naver.com/restaurant/21791082/home,https://m.place.naver.com/restaurant/21791082/menu
1719502237,신도세기 판교역점,돼지고기구이,경기 성남시 분당구 판교역로 152 알파돔타워 2층 207호,"단체 이용 가능, 주차, 예약",14:30에 브레이크타임,https://m.place.naver.com/restaurant/1719502237/home,https://m.place.naver.com/restaurant/1719502237/menu
1141565501,비눔,와인,경기 성남시 분당구 대왕판교로 660 유스페이스1 A동 지하1층 B106호,"단체 이용 가능, 예약, 무선 인터넷, 간편결제, 주차",17:00에 영업 시작,https://m.place.naver.com/restaurant/1141565501/home,https://m.place.naver.com/restaurant/1141565501/menu
1864423651,피제리아 비니스,이탈리아음식,경기 성남시 분당구 판교공원로1길 70 1층,"포장, 예약, 배달, 유아의자, 무선 인터넷, 단체 이용 가능, 주차",15:30에 브레이크타임,https://m.place.naver.com/restaurant/1864423651/home,https://m.place.naver.com/restaurant/1864423651/menu
1985035310,양산도 판교점,일식당,경기 성남시 분당구 대왕판교로606번길 58 판교푸르지오월드마크상가 1층 115호,"포장, 배달, 단체 이용 가능, 무선 인터넷, 예약, 남/녀 화장실 구분, 유아의자, 간편결제, 주차",15:00에 브레이크타임,https://m.place.naver.com/restaurant/1985035310/home,https://m.place.naver.com/restaurant/1985035310/menu
1017006923,참다운 정육식당,정육식당,경기 성남시 분당구 판교로 182-7 지하 1층 B01호,"예약, 단체 이용 가능, 주차",22:00에 영업 종료,https://m.place.naver.com/restaurant/1017006923/home,https://m.place.naver.com/restaurant/1017006923/menu
35637619,채운,생선구이,경기 성남시 분당구 하오개로344번길 1,"예약, 단체 이용 가능, 주차, 발렛파킹, 포장, 남/녀 화장실 구분",20:00에 라스트오더,https://m.place.naver.com/restaurant/35637619/home,https://m.place.naver.com/restaurant/35637619/booking
1726686527,숙성도 판교점,돼지고기구이,경기 성남시 분당구 판교역로 136 힐스테이트판교역 1층 1042호,주차,15:30에 브레이크타임,https://m.place.naver.com/restaurant/1726686527/home,https://m.place.naver.com/restaurant/1726686527/menu
1584478259,정희 판교아브뉴프랑점,한식,경기 성남시 분당구 동판교로177번길 25 1층 150호 정희 판교아브뉴프랑점,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 주차, 발렛파킹",20:30에 라스트오더,https://m.place.naver.com/restaurant/1584478259/home,https://m.place.naver.com/restaurant/1584478259/menu
1327166018,자주오리숯불구이 야탑점,오리요리,"경기 성남시 분당구 장미로92번길 5 지하1층, 지상1층","단체 이용 가능, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 유아의자, 대기공간, 주차",16:00에 영업 시작,https://m.place.naver.com/restaurant/1327166018/home,https://m.place.naver.com/restaurant/1327166018/menu
32424054,세시셀라 아브뉴프랑판교점,케이크전문,경기 성남시 분당구 동판교로177번길 25 아브뉴프랑 1F 125호,단체 이용 가능,22:00에 영업 종료,https://m.place.naver.com/restaurant/32424054/home,https://m.place.naver.com/restaurant/32424054/review
1219583666,카페하이웨스트 현대백화점 판교점,"카페,디저트",경기 성남시 분당구 판교역로146번길 20 현대백화점 판교점 지하 1층 카페 하이웨스트,"포장, 주차, 무선 인터넷, 남/녀 화장실 구분",20:00에 영업 종료,https://m.place.naver.com/restaurant/1219583666/home,https://m.place.naver.com/restaurant/1219583666/menu
1874233406,오마카세 오사이초밥 판교점,"초밥,롤",경기 성남시 분당구 판교역로 180 1층 106호,"무선 인터넷, 남/녀 화장실 구분, 예약, 단체 이용 가능, 간편결제, 주차",15:00에 브레이크타임,https://m.place.naver.com/restaurant/1874233406/home,https://m.place.naver.com/restaurant/1874233406/feed
1042733848,도아들,"육류,고기요리",경기 성남시 분당구 분당로53번길 15 1층 116호~119호,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분, 간편결제, 주차",21:00에 라스트오더,https://m.place.naver.com/restaurant/1042733848/home,https://m.place.naver.com/restaurant/1042733848/menu
1309868310,판교돈,돼지고기구이,경기 성남시 분당구 판교역로192번길 14-2 골드타워 1층 119호,"단체 이용 가능, 남/녀 화장실 구분, 예약, 간편결제, 주차",16:00에 영업 시작,https://m.place.naver.com/restaurant/1309868310/home,https://m.place.naver.com/restaurant/1309868310/menu
1359475420,깡우동 야탑점,포장마차,경기 성남시 분당구 장미로86번길 7 1층 깡우동,"단체 이용 가능, 포장, 배달",17:00에 영업 시작,https://m.place.naver.com/restaurant/1359475420/home,https://m.booking.naver.com/order/bizes/800982/items/4751418?theme=place&refererCode=menutab&area=ple
1161412295,라무라 현대백화점 판교점,일본식라면,경기 성남시 분당구 판교역로146번길 20 지하 1층 식품관 라무라 현대백화점 판교점,"주차, 무선 인터넷, 남/녀 화장실 구분, 유아시설 (놀이방), 장애인 편의시설, 발렛파킹, 단체 이용 가능",20:00에 영업 종료,https://m.place.naver.com/restaurant/1161412295/home,https://m.place.naver.com/restaurant/1161412295/menu
1016513873,플링크 판교,베이커리,경기 성남시 분당구 판교역로 166 1층 12호,"단체 이용 가능, 포장, 무선 인터넷, 남/녀 화장실 구분, 반려동물 동반, 예약, 간편결제, 주차",20:00에 영업 종료,https://m.place.naver.com/restaurant/1016513873/home,https://m.place.naver.com/restaurant/1016513873/menu
1576050573,하이보,중식당,경기 성남시 분당구 판교역로192번길 14-1 판교예미지 2층,"예약, 주차, 단체 이용 가능, 남/녀 화장실 구분, 장애인 편의시설, 무선 인터넷",22:00에 영업 종료,https://m.place.naver.com/restaurant/1576050573/home,https://m.place.naver.com/restaurant/1576050573/menu
1443162664,엠오엠,이자카야,"경기 성남시 분당구 판교역로 145 1층 126동, 127동, 128동","단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분, 간편결제, 주차",15:00에 브레이크타임,https://m.place.naver.com/restaurant/1443162664/home,https://m.place.naver.com/restaurant/1443162664/booking
1541905519,에잇이얼스,브런치,경기 성남시 분당구 판교역로2번길 12 1층,"포장, 무선 인터넷, 남/녀 화장실 구분, 반려동물 동반, 배달, 예약, 주차",17:00에 영업 종료,https://m.place.naver.com/restaurant/1541905519/home,https://m.place.naver.com/restaurant/1541905519/menu
1097430598,비앙또아 판교점,양식,경기 성남시 분당구 동판교로177번길 25 아브뉴프랑 1층 127호,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 포장, 배달, 예약, 유아의자, 주차, 발렛파킹",20:30에 라스트오더,https://m.place.naver.com/restaurant/1097430598/home,https://m.place.naver.com/restaurant/1097430598/menu
38309897,빈티지1988,양식,경기 성남시 분당구 판교역로 231 에이치스퀘어 에스동 101호 빈티지1988,"예약, 무선 인터넷, 남/녀 화장실 구분, 간편결제, 주차",14:30에 브레이크타임,https://m.place.naver.com/restaurant/38309897/home,https://m.place.naver.com/restaurant/38309897/menu
1081745974,정돈 현대백화점 판교점,돈가스,경기 성남시 분당구 판교역로146번길 20 9층,"단체 이용 가능, 주차, 무선 인터넷, 포장, 남/녀 화장실 구분, 배달",21:00에 라스트오더,https://m.place.naver.com/restaurant/1081745974/home,https://m.place.naver.com/restaurant/1081745974/review
1856192433,대세박목살 분당서현점,돼지고기구이,경기 성남시 분당구 서현로 204 엘지에클라트 2차 202호,"예약, 무선 인터넷, 남/녀 화장실 구분, 단체 이용 가능, 유아의자, 대기공간, 주차",16:00에 영업 시작,https://m.place.naver.com/restaurant/1856192433/home,https://m.place.naver.com/restaurant/1856192433/feed
1031190455,한와담 판교점,소고기구이,"경기 성남시 분당구 판교역로 152 1층 1-2, 1-3","단체 이용 가능, 예약, 주차, 무선 인터넷, 남/녀 화장실 구분",15:00에 브레이크타임,https://m.place.naver.com/restaurant/1031190455/home,https://m.place.naver.com/restaurant/1031190455/menu
1273846511,숯불뼈구이 핫뼈감자탕 본점,감자탕,경기 성남시 분당구 서현로180번길 13 102호,"포장, 배달, 남/녀 화장실 구분, 단체 이용 가능, 주차",15:00에 브레이크타임,https://m.place.naver.com/restaurant/1273846511/home,https://m.place.naver.com/restaurant/1273846511/menu
1240090914,모티이,요리주점,경기 성남시 분당구 황새울로311번길 28 1층 110호,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분, 주차",01:00에 영업 종료,https://m.place.naver.com/restaurant/1240090914/home,https://m.place.naver.com/restaurant/1240090914/menu
1994519567,양육점 판교점,"육류,고기요리",경기 성남시 분당구 분당내곡로 131 판교테크원타워 2층 양육점 판교점,"단체 이용 가능, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",15:00에 브레이크타임,https://m.place.naver.com/restaurant/1994519567/home,https://m.place.naver.com/restaurant/1994519567/review
38300641,헬로오드리,이탈리아음식,경기 성남시 분당구 석운로202번길 12,"무선 인터넷, 남/녀 화장실 구분, 단체 이용 가능, 예약, 대기공간, 주차",14:20에 라스트오더,https://m.place.naver.com/restaurant/38300641/home,https://m.place.naver.com/restaurant/38300641/menu
1800463318,사위식당 판교점,"곱창,막창,양",경기 성남시 분당구 판교역로 152 알파돔타워 2층,"포장, 남/녀 화장실 구분, 단체 이용 가능, 무선 인터넷, 예약, 배달, 간편결제, 주차",14:30에 라스트오더,https://m.place.naver.com/restaurant/1800463318/home,https://m.booking.naver.com/order/bizes/255106/items/4075944?theme=place&refererCode=menutab&area=ple
32284680,붓처스컷 아브뉴프랑 판교점,"스테이크,립",경기 성남시 분당구 동판교로177번길 25 호반써밋플레이스 아브뉴프랑 2층,"예약, 단체 이용 가능, 남/녀 화장실 구분, 주차",15:00에 브레이크타임,https://m.place.naver.com/restaurant/32284680/home,https://m.place.naver.com/restaurant/32284680/menu
1642908393,미도인 서현,양식,경기 성남시 분당구 분당로53번길 10 2층 202호,"단체 이용 가능, 포장, 무선 인터넷, 남/녀 화장실 구분",15:00에 브레이크타임,https://m.place.naver.com/restaurant/1642908393/home,https://m.place.naver.com/restaurant/1642908393/menu
36620164,긴자 판교점,일식당,경기 성남시 분당구 판교로 185 신화푸드빌리지 3층,"예약, 단체 이용 가능, 주차, 발렛파킹, 포장, 무선 인터넷, 유아시설 (놀이방), 남/녀 화장실 구분, 장애인 편의시설",22:00에 영업 종료,https://m.place.naver.com/restaurant/36620164/home,https://m.place.naver.com/restaurant/36620164/menu
1389033208,우규 서현연어와육회점,이자카야,경기 성남시 분당구 중앙공원로39번길 49 110호 1층 우규 서현연어와육회점,"단체 이용 가능, 포장, 남/녀 화장실 구분, 대기공간, 간편결제, 주차",17:00에 영업 시작,https://m.place.naver.com/restaurant/1389033208/home,https://m.place.naver.com/restaurant/1389033208/menu
21048406,진우동,"우동,소바",경기 성남시 분당구 황새울로335번길 8 덕산빌딩,"단체 이용 가능, 남/녀 화장실 구분",16:30에 라스트오더,https://m.place.naver.com/restaurant/21048406/home,https://m.place.naver.com/restaurant/21048406/menu
1593577547,화포식당 판교점,돼지고기구이,경기 성남시 분당구 대왕판교로 660 2층 240호,"단체 이용 가능, 예약, 주차, 남/녀 화장실 구분",15:00에 브레이크타임,https://m.place.naver.com/restaurant/1593577547/home,https://m.place.naver.com/restaurant/1593577547/menu
1581187600,천야,이자카야,경기 성남시 분당구 대왕판교로 670 유스페이스2B동 지하1층 천야,"단체 이용 가능, 예약, 포장, 무선 인터넷, 남/녀 화장실 구분, 간편결제, 주차",15:00에 브레이크타임,https://m.place.naver.com/restaurant/1581187600/home,https://m.place.naver.com/restaurant/1581187600/review
21889352,방유당식탁 판교점,한식,경기 성남시 분당구 분당내곡로 117 지하 1층 방유당 그레이츠판교점,"단체 이용 가능, 예약, 남/녀 화장실 구분, 무선 인터넷, 유아의자, 간편결제, 주차",14:30에 라스트오더,https://m.place.naver.com/restaurant/21889352/home,https://m.place.naver.com/restaurant/21889352/menu
1719049144,히츠지야 야탑점,요리주점,경기 성남시 분당구 장미로92번길 5 1층,"예약, 단체 이용 가능, 반려동물 동반, 무선 인터넷, 주차",16:30에 영업 시작,https://m.place.naver.com/restaurant/1719049144/home,https://m.place.naver.com/restaurant/1719049144/feed
20554101,아미코,브런치,경기 성남시 분당구 운중로138번길 28-3 1층 커피아미코,,22:00에 영업 종료,https://m.place.naver.com/restaurant/20554101/home,https://m.place.naver.com/restaurant/20554101/menu
1405687754,카페 악토버,브런치,경기 성남시 분당구 동판교로52번길 9 1층,"단체 이용 가능, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분, 반려동물 동반, 주차",매주 목요일 휴무,https://m.place.naver.com/restaurant/1405687754/home,https://m.place.naver.com/restaurant/1405687754/menu
